id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
1020,Some Paradoxical Perspectives on Approaches and Structures in Functional Data Analysis,include,none,media,Discusión general de estructuras y enfoques en FDA.,no,no,
1024,Mixture model-based functional discriminant analysis for curve classification,include,none,alta,"Análisis discriminante funcional basado en mixturas, metodología general de clasificación de curvas.",no,no,
1042,Characterization and clustering of intra-day physical activity patterns using accelerometry among se,exclude,E4,alta,"Patrones de actividad física en adultos (dominio salud), sin discusión de base visible.",si,si,verde
1044,Region-based association test for familial data under functional linear models,include,none,alta,"Test de asociación genética con modelos lineales funcionales, discusión sustantiva de bases B-spline/Fourier.",no,no,
1049,Model-based functional mixture discriminant analysis with hidden process regression for curve classi,include,none,alta,"Análisis discriminante funcional por mixturas con cambios de régimen, metodología general.",no,no,
1050,Statistical evaluation of waveform collapse reveals scale-free properties of neuronal avalanches,include,none,media,"Colapso de forma de onda en avalanchas neuronales; algo de contenido de base Fourier/PC, dominio neurociencia.",si,no,
1052,Nonlinear Fault Detection of Batch Processes Using Functional Local Kernel Principal Component Analy,include,none,media,"Detección de fallas en procesos batch vía FPCA kernel, contenido sustantivo de PC pese a dominio industrial.",si,no,
1053,Adaptive basis functions for prototype-based classification of functional data,include,none,alta,"Funciones de base adaptativas para clasificación basada en prototipos, metodología central de bases.",no,no,
1070,A functional data method for causal dynamic network modeling of task-related fMRI,exclude,E4,alta,"Modelado causal de redes fMRI (dominio neurociencia), señal mínima de discusión de base.",si,si,verde
1073,Representation of functional data in neural networks,include,none,alta,"Representación de datos funcionales en redes neuronales, tema central PR1/PR2.",no,no,
1077,Dynamic principal component regression for forecasting functional time series in a group structure,include,none,media,"Regresión dinámica por componentes principales para pronóstico de mortalidad; alto contenido FPCA, dominio demográfico/actuarial.",si,no,
1082,Uniform in number of neighbors consistency and weak convergence of kNN empirical conditional process,include,none,alta,"Teoría de consistencia kNN para procesos condicionales funcionales, metodología general sin dominio aplicado ajeno.",no,no,
1085,funBIalign: a hierachical algorithm for functional motif discovery based on mean squared residue sco,include,none,media,Algoritmo general de descubrimiento de motivos funcionales (funBIalign).,si,no,
1088,Detection of a structural break in intraday volatility pattern,include,none,alta,"Detección de quiebre estructural en volatilidad intradía, aplicación financiera directa (PR4/PR5).",no,no,
1091,ANALYZING THE IMPACT OF BREXIT ON GLOBAL UNCERTAINTY USING FUNCTIONAL LINEAR REGRESSION WITH POINT O,include,none,alta,"Test de ruido blanco funcional basado en densidad espectral, metodología teórica general.",no,no,
1092,A general white noise test based on kernel lag-window estimates of the spectral density operator,include,none,alta,"Test de ruido blanco general basado en operador de densidad espectral, metodología teórica general.",no,no,
1094,An application of functional data analysis to local damage detection,include,none,media,"Detección de daño local vía FDA con wavelets/FPCA en señales de vibración, dominio industrial con señal moderada de base.",si,no,
1095,Using extracted forward rate term structure information to forecast foreign exchange rates,include,none,alta,"Pronóstico de tipo de cambio vía FPCA de estructura de tasas forward, aplicación financiera directa (PR5).",no,no,
1097,Forecasting functional time series using weighted likelihood methodology,include,none,alta,"Pronóstico de series temporales funcionales vía verosimilitud ponderada, metodología general.",no,no,
1099,Adaptive smoothing to identify spatial structure in global lake ecological processes using satellite,include,none,media,"Suavizado adaptativo (P-splines, nudos) en ecología de lagos; discusión sustantiva de suavizado pese a dominio ambiental.",si,no,
1103,Generalized regression estimation for continuous time processes with values in functional spaces,include,none,media,"Estimación de regresión para procesos de tiempo continuo en espacios funcionales; sin resumen disponible, extracto limitado.",si,no,
1104,"Bayesian nonparametric functional mixture estimation for time-series data, with application to estim",include,none,alta,"Mixtura funcional bayesiana aplicada a totales de empleo estatal, aplicación económica/laboral directa (PR5).",no,no,
1108,A Comparison of Hurst Exponent Estimators in Long-range Dependent Curve Time Series,include,none,alta,"Estimadores del exponente de Hurst en series de curvas de largo alcance, metodología teórica general.",no,no,
1111,Modeling Temporal Variation in Physical Activity Using Functional Principal Components Analysis,include,none,media,FPCA para actividad física vía acelerómetros; alto contenido de PC pese a dominio salud.,si,no,
1113,Functional Clustering of Discount Functions for Behavioural Investor Profiling,include,none,alta,"Clustering funcional de funciones de descuento para perfilamiento conductual de inversores, aplicación financiera (PR5).",no,no,
1115,Functional time series approach to analyzing asset returns co-movements,include,none,alta,"Series temporales funcionales para co-movimientos de retornos de activos, aplicación financiera directa (PR5).",no,no,
1122,MULTIPLE CHANGE POINT DETECTION IN FUNCTIONAL DATA WITH APPLICATIONS TO BIOMECHANICAL FATIGUE DATA,include,none,media,"Detección de múltiples puntos de cambio, método general ilustrado en datos biomecánicos.",si,no,
1126,Optimal dimension reduction for high-dimensional and functional time series,include,none,alta,"Reducción de dimensión óptima para series temporales funcionales de alta dimensión (Karhunen-Loève), metodología teórica general.",no,no,
1130,Parameter regimes in partial functional panel regression,include,none,media,"Regímenes de parámetros en regresión funcional panel parcial, econometría funcional general.",no,no,
1132,Functional principal component analysis for derivatives of multivariate curves,include,none,alta,"FPCA para derivadas de curvas multivariadas, metodología central.",no,no,
1143,Functional mixtures-of-experts,include,none,alta,"Mixturas de expertos funcionales, metodología general de predicción sobre series/funciones.",no,no,
1149,Monotone-constrained functional component analysis for forward risk-accumulation curves with Leak-Fr,include,none,alta,"FPCA con restricción monótona para curvas de riesgo-acumulación, alto contenido FPCA, aplicación financiera/riesgo (PR5).",no,no,
1155,Functional regression models for South African economic indicators: a growth curve perspective,include,none,alta,"Modelos de regresión funcional para indicadores económicos sudafricanos, aplicación económica directa (PR5).",no,no,
1161,Functional lagged regression with sparse noisy observations,include,none,alta,"Regresión funcional rezagada con observaciones ruidosas dispersas, metodología teórica general.",no,no,
1168,Spatiooral functional neural networks,include,none,media,"Redes neuronales funcionales espacio-temporales, metodología general de aprendizaje automático.",no,no,
1184,Similarities within a multi-model ensemble: Functional data analysis framework,exclude,E4,alta,"Comparación de ensamble multi-modelo climático, meteorología (dominio ajeno explícito en E4), sin señal de discusión de base.",no,si,verde
1187,Exploring COVID-19 in mainland China during the lockdown of Wuhan via functional data analysis,pendiente_acceso,,alta,"Exploración de COVID-19 en China vía FDA, dominio epidemiológico con señal mínima de discusión de base.",si,si,rojo
1188,Nonparametric multifunctional GARCH time series data analysis: Application to dynamic forecasting in,include,none,alta,"GARCH multifuncional no paramétrico para pronóstico financiero, coincide directamente con PR4/PR5 (funcional ARCH/GARCH).",no,no,
1196,"Learning delay dynamics for multivariate stochastic processes, with application to the prediction of",exclude,I1,alta,Dinámica de retraso para procesos estocásticos (ilustrado en COVID-19); no queda claro que aborde representación en bases o FPCA.,si,si,verde
1197,Clustering Brain Signals: a Robust Approach Using Functional Data Ranking,include,none,media,"Clustering de señales EEG vía ranking funcional, contenido wavelet relevante pese a dominio neurociencia.",si,no,
1201,Evaluating a Stock Market Pairs Trading Strategy Using a Dependent Functional Data Cointegration Met,include,none,media,Estrategia de pares via cointegracion funcional en mercados bursatiles; aplicacion financiera central (PR5).,si,no,
1207,Bayesian Testing of Granger Causality in Functional Time Series,include,none,media,"Modelo autorregresivo funcional multivariado con FPCA, aplicado a curvas de rendimiento US/UK; aplicacion financiera (PR5).",no,no,
1209,On Consistent Hypothesis Testing In General Hilbert Spaces,exclude,I1,alta,Resumen extendido (actas ICSTA); metodo general de contraste de hipotesis en espacios de Hilbert via proyecciones; no representacion en bases ni FPCA ni aplicacion economica real.,no,si,verde
1215,Scalable multiple changepoint detection for functional data sequences,include,none,media,Deteccion de multiples puntos de cambio en secuencias funcionales via proyecciones y fused lasso; relevante a procesos no estacionarios (PR4).,si,no,
1251,Bayesian estimation of the functional spatial lag model,include,none,media,Modelo espacial funcional (spatial lag) bayesiano; compara FSLM vs modelo lineal funcional; aplicacion a desempleo/analfabetismo (socioeconomico).,no,no,
1255,Detecting British Columbia coastal rainfall patterns by clustering Gaussian processes,exclude,E4,alta,"Clustering de patrones de lluvia costera via procesos gaussianos por similitud de kernel; dominio meteorologico, sin discusion de base. Etapa1 tambien E4.",si,si,verde
1261,Nonstationary fractionally integrated functional time series,include,none,alta,"FTS fraccionalmente integradas no estacionarias; FPCA del operador de varianza, criterio de ratio para dimension del subespacio dominante; curvas de precios intradia (PR2,PR3,PR4,PR5).",no,no,
1264,Change-Point Detection and Its Modern Applications,include,none,media,Revision de deteccion de puntos de cambio; una seccion trata estimacion de discontinuidad para datos funcionales con saltos abruptos (PR4). Solo parcialmente en tema; regla de duda.,si,no,
1271,A Non-linear Function-on-Function Model for Regression with Time Series Data,include,none,media,"Modelo funcion-sobre-funcion no lineal con red neuronal, generaliza modelo lineal funcional; series de tiempo, aplicacion industrial. Centralidad de base incierta (cuerpo omitido).",si,no,
1272,Real-time estimation for functional stochastic regression models,include,none,media,Regresion estocastica funcional heterocedastica: estimacion en tiempo real de operadores de regresion y de varianza condicional; conecta con volatilidad funcional (PR4).,si,no,
1276,Weak convergence of the conditional single index U-statistics for locally stationary functional time,exclude,I1,alta,"Teoria asintotica de U-estadisticos condicionales de indice unico para FTS localmente estacionarias; regresion kernel NW, no representacion en bases ni FPCA ni aplicacion economica.",no,si,verde
1278,Long-Range Dependent Curve Time Series,include,none,alta,"Series de curvas con dependencia de largo alcance; FPCA para funciones ortonormales del subespacio dominante; aplicacion a retornos bursatiles intradia (PR2,PR5).",no,no,
1286,A note on quadratic forms of stationary functional time series under mild conditions,include,none,media,Formas cuadraticas de FTS estacionarias y densidad espectral; discute representacion finito-dimensional optima y Karhunen-Loeve del operador de covarianza (PR2). Teorico.,si,no,
1301,Intraday forecasts of a volatility index: functional time series methods with dynamic updating,include,none,alta,"Pronosticos intradia del indice de volatilidad VIX via FTS con actualizacion dinamica; aplicacion financiera de volatilidad (PR4,PR5).",no,no,
1305,Graphical Principal Component Analysis of Multivariate Functional Time Series,include,none,alta,"PCA grafico y FPCA dinamico para FTS multivariadas; separabilidad debil dinamica, reduccion de dimension; aporte metodologico FPCA sustancial (PR2).",no,no,
1313,Forecasting day-ahead electric power prices with functional data analysis,include,none,alta,"Pronostico de precios electricos dia-adelante via FDA; serie economica volatil no estacionaria, compara modelos funcionales vs tradicionales (PR4,PR5).",no,no,
1330,Time-Varying Functional Principal Components for Non-Stationary EpCO 2 in Freshwater Systems,include,none,media,"FPCA variante en el tiempo en dominio de frecuencia para FTS no estacionarias con inferencia asociada; desarrollo metodologico FPCA real (PR2,PR4). Etapa1 dijo E4.",si,no,
1332,Statistical inference for high-dimensional panel functional time series,include,none,alta,Inferencia para FTS panel de alta dimension; adopta explicitamente descomposicion en bases de datos funcionales; bandas de confianza simultaneas (I1a).,no,no,
1336,Forecasting High-Dimensional Functional Time Series: Application to Sub-National Age-Specific Mortal,include,none,media,Pronostico de FTS de alta dimension via FANOVA de dos vias + FPCA; aplicacion a mortalidad pero metodologia FPCA sustancial con seleccion de componentes (PR2).,no,no,
1345,Single index regression for locally stationary functional time series,exclude,I1,alta,"Teoria asintotica de regresion de indice unico para FTS localmente estacionarias; estimador kernel NW, TCL; no representacion en bases ni FPCA ni aplicacion economica.",no,si,verde
1347,Forecasting the Colombian electricity spot price under a functional approach,include,none,alta,"Pronostico del precio spot de electricidad colombiana via enfoque funcional; serie economica volatil, contexto latinoamericano (PR5). El fetch trajo el PDF equivocado; decision por titulo.",si,si,verde
1350,The Demographics of Defense and Security in Japan,exclude,E1,alta,"Pronostico demografico japones via modelos de datos funcionales coherentes, usado como herramienta para politica de defensa; sin discusion de eleccion/calidad de base. NOTA: revisor lo incluyo en Etapa 1.",si,si,verde
1355,A flexible spatial autoregressive modelling framework for mixed covariates of multiple data types,include,none,media,"Modelo autorregresivo espacial (SAR) con covariables funcionales; estimacion basada en FPCA; contexto econometrico espacial / economias regionales (PR2,PR5).",si,no,
1363,Detecting changes in the covariance structure of functional time series with application to fMRI dat,include,none,media,"Deteccion de cambios en covarianza de FTS via reduccion de dimension vs estructura funcional completa; discute compromiso de proyeccion/dimension (PR2,PR4). Econometrics and Statistics. Etapa1 dijo E4.",si,no,
1370,A nonparametric test for stationarity in functional time series,exclude,I1,alta,"Test no parametrico de estacionariedad para FTS via distancia L2 entre operadores de densidad espectral; herramienta de contraste, no representacion en bases ni FPCA ni aplicacion economica.",si,si,verde
1377,The effect of global crises on stock market correlations: Evidence from scalar regressions via funct,include,none,alta,"Efecto de crisis globales en correlaciones bursatiles via regresiones escalares con FDA (datos desde 1800s); aplicacion financiera, crisis/volatilidad (PR4,PR5). Revisor lo incluyo en Etapa 1.",no,no,
1383,Change point analysis of covariance functions: A weighted cumulative sum approach,include,none,media,"Analisis de puntos de cambio de funciones de covarianza via CUSUM ponderado (Horvath, Rice); estructura de covarianza central a FPCA/representacion + no estacionariedad (PR2,PR4).",no,no,
1404,Is the Group Structure Important in Grouped Functional Time Series?,include,none,media,"Estructura de grupos en FTS agrupadas; FPCA dinamico multivariado, funcion de covarianza de largo plazo, reconciliacion de pronosticos (PR2). Aplicacion mortalidad, metodologia FPCA central.",no,no,
1408,Asynchronous Changepoint Estimation for Spatially Correlated Functional Time Series,include,none,media,Estimacion bayesiana de puntos de cambio asincronos en FTS espacialmente correlacionadas; deteccion de cambio relevante a no estacionariedad (PR4). Extracto parcial (pagina de editor).,si,no,
1417,Multi-country clustering-based forecasting of healthy life expectancy,include,none,baja,Pronostico de esperanza de vida saludable multi-pais via clustering funcional; aplicacion salud/demografia. Extracto es pagina de vista previa de editor; evaluacion limitada.,si,no,
1419,On the Use of Yeo-Johnson Transformation in the Functional Multivariate Time Series,include,none,media,"Transformaciones Box-Cox/Yeo-Johnson para pronostico de series funcionales multivariadas; KNN funcional con seleccion de ancho de banda por validacion cruzada, PCA (PR3).",si,no,
1420,Nonstationary Functional Time Series Forecasting,include,none,alta,"Pronostico de FTS no estacionarias via primera diferencia, covarianza de largo plazo, eigendescomposicion en FPCs y seleccion de dimension (PR2,PR3,PR4). Metodologia FPCA central.",no,no,
1423,The Maximum of the Periodogram of a Sequence of Functional Data,exclude,I1,alta,"Distribucion asintotica del maximo del periodograma de datos funcionales; herramienta de contraste espectral, no representacion en bases ni FPCA ni aplicacion economica.",si,si,verde
1425,A robust functional time series forecasting method,include,none,media,"Metodo robusto de pronostico de FTS; maneja atipicos en curvas, probablemente FPCA robusto (PR2). Ejemplo de ozono es solo ilustracion.",si,no,
1426,Functional Time Series Prediction Under Partial Observation of the Future Curve,include,none,media,"Prediccion de FTS bajo observacion parcial de la curva futura; metodologia FTS (Aue), probablemente representacion FPCA/base de las curvas (PR2).",si,no,
1429,Detecting a structural change in functional time series using local Wilcoxon statistic,include,none,media,"Deteccion de cambio estructural en FTS via estadistico local de Wilcoxon; motivacion explicita en economia y finanzas empiricas (PR4,PR5). Statistical Papers.",si,no,
1431,Functional singular spectrum analysis,include,none,media,"Analisis espectral singular funcional (SSA funcional): descomposicion de FTS via operador de trayectoria y SVD; metodo de representacion/descomposicion de datos funcionales (PR1,PR2).",no,no,
1437,Change-Point Detection for Object-Valued Time Series,include,none,media,"Deteccion de puntos de cambio para series de objetos en espacios metricos (media/varianza de Frechet); datos funcionales como caso especial, contexto econometrico (PR4).",si,no,
1444,Forecasting health expenses using a functional data model,include,none,media,Modelo de datos funcionales para pronostico de gastos de salud (datos actuariales alemanes); aplicacion financiera-actuarial (PR5). Discusion de base incierta (cuerpo omitido).,si,no,
1445,Modeling and forecasting of the high-dimensional time series data with functional data analysis and ,exclude,E4,alta,"Modelado/pronostico de temperatura superficial via FDA + aprendizaje automatico; dominio meteorologico/climatico, sin discusion sustantiva de base. Pre-marcado posible E4 en Etapa 1.",si,si,verde
1446,Functional analysis of long-run ESG trajectories across world regions,include,none,media,Analisis funcional de trayectorias ESG de largo plazo por region (12 indicadores del Banco Mundial como FTS 1991-2018); aplicacion socioeconomica/desarrollo (PR5).,si,no,
1450,Combining unsupervised and supervised learning techniques for enhancing the performance of functiona,include,none,media,"Combinacion de aprendizaje supervisado y no supervisado para clasificadores de datos funcionales; metodologia FDA (Computational Statistics), representacion de curvas via base/FPCA probable.",si,no,
1463,Testing Separability of Functional Time Series,include,none,alta,Contraste de separabilidad de FTS (covarianza factoriza en tiempo x coordenada); Kokoszka y Reimherr; sobre estructura de covarianza y supuestos de representacion (PR2).,no,no,
1469,Understanding return variation in crypto assets: a functional ANOVA approach,include,none,alta,Variacion de retornos en criptoactivos via FANOVA funcional; log-retornos mensuales de 20 criptos suavizados en trayectorias continuas; aplicacion financiera con suavizado de curvas (PR5).,no,no,
1472,Aggregating multiple types of complex data in stock market prediction: A model-independent framework,include,none,media,Prediccion del mercado bursatil agregando multiples tipos de datos complejos; aplicacion financiera (PR5). Centralidad de FDA incierta desde el extracto.,si,no,
1479,Forecasting the Term Structure of Interest Rates of the BRICS: Evidence from a Nonparametric Functio,include,none,alta,Pronostico de la estructura temporal de tasas de interes de los BRICS via FDA no parametrica; curvas de rendimiento diarias; aplicacion financiera clasica (PR5).,no,no,
1480,HOW FUNCTIONAL DATA CAN ENHANCE THE ESTIMATION OF HEALTH EXPECTANCY: THE CASE OF DISABLED Spanish PO,include,none,media,"Como los datos funcionales mejoran la estimacion de esperanza de vida saludable (poblacion discapacitada espanola); contexto actuarial, encuadre metodologico sobre el aporte funcional.",si,no,
1486,FORECASTING MULTIPLE FUNCTIONAL TIME SERIES in A GROUP STRUCTURE: AN APPLICATION to MORTALITY,include,none,media,"Pronostico de multiples FTS en estructura de grupos via FPCA y reconciliacion de pronosticos; aplicacion mortalidad subnacional, metodologia FTS/FPCA sustancial (PR2).",no,no,
1495,NITPicker: Selecting time points for follow-up experiments,exclude,E4,alta,"NITPicker: algoritmo de diseno experimental para elegir puntos de tiempo de seguimiento usando prediccion de datos funcionales; herramienta de bioinformatica, no representacion en bases. Pre-marcado posible E4 en Etapa 1.",no,si,verde
1497,Asymptotic results of the randomly censored kernel-type expectile regression estimator for functiona,exclude,I1,alta,"Teoria asintotica del estimador kernel de regresion expectil censurada para datos funcionales dependientes; regresion nucleo, no representacion en bases ni FPCA ni aplicacion economica.",no,si,verde
1500,Functional time series forecasting of distributions: A Koopman-Wasserstein approach,include,none,alta,"Metodo FDA/espectral para pronostico de distribuciones (DPDD, Koopman-Wasserstein), central a PR1/PR2",no,no,
1503,Functional approach for Two Way Dimension Reduction in Time Series,include,none,alta,"Reduccion de dimension funcional (FPCA/autoencoder funcional) para series temporales, PR1/PR2",no,no,
1508,Robust change-point detection for functional time series based on U-statistics and dependent wild bo,include,none,alta,"Test de cambio estructural para series temporales funcionales via U-estadisticos, PR3/PR4",no,no,
1521,Bayesian nonparametric mixture estimation for time-indexed functional data in R,include,none,alta,"Estimacion bayesiana no parametrica para datos funcionales indexados en tiempo, PR1",no,no,
1522,Generalized exponential smoothing in prediction of hierarchical time series,include,none,alta,"Suavizado exponencial generalizado aplicado a series temporales funcionales jerarquicas, PR1/PR3",no,no,
1529,Robust clustering for time series using spectral densities and functional data analysis,include,none,alta,"Densidades espectrales tratadas como datos funcionales para clustering robusto de series, PR1",no,no,
1546,Predicting microRNA targets in time-series microarray experiments via functional data analysis,exclude,E4,alta,"Prediccion de dianas microRNA via FDA; introduccion/conclusion no muestran discusion sustantiva de base, aplicacion accesoria",si,si,verde
1549,ftsa: An R package for analyzing functional time series,include,none,alta,"Paquete R (ftsa) para FPCA/pronostico de series temporales funcionales, PR1/PR2 metodologico",no,no,
1556,A stickiness coefficient for longitudinal data,include,none,alta,"Coeficiente de stickiness para datos longitudinales bajo marco de proceso funcional suave, PR1",no,no,
1562,Functional Generalized Autoregressive Conditional Heteroskedasticity,include,none,alta,"Version funcional del proceso GARCH (fGARCH), volatilidad financiera, ancla tematica fuerte PR4/PR5",no,no,
1578,Clustering time series under the Fréchet distance,include,none,alta,"Clustering de series temporales bajo distancia de Frechet, datos funcionales/longitudinales, PR1",no,no,
1579,Detecting and dating structural breaks in functional data without dimension reduction,include,none,alta,"Deteccion de rupturas estructurales en datos funcionales sin reduccion de dimension, PR2/PR3",no,no,
1583,A Simple Test for White Noise in Functional Time Series,include,none,alta,"Test de ruido blanco para series temporales funcionales via operador de densidad espectral, PR1",no,no,
1586,On the Prediction of Stationary Functional Time Series,include,none,alta,"Prediccion de series temporales funcionales estacionarias (Aue/Hormann), PR1/PR2",no,no,
1594,Evaluating stationarity via change-point alternatives with applications to fMRI data,include,none,alta,Deteccion de cambios en datos funcionales dependientes aplicado a fMRI; metodologia central pese a dominio medico (excepcion E4),no,no,
1598,Modelling a response as a function of high-frequency count data: The association between physical ac,include,none,media,"Histograma como resumen funcional novedoso para conteos de alta frecuencia; aporte metodologico sobre representacion, no solo aplicacion accesoria (excepcion E4)",no,no,
1615,Functional data analysis for volatility,include,none,alta,"Proceso de volatilidad funcional para datos de alta frecuencia (S&P500), PR5 directo",no,no,
1634,Selecting the number of principal components in functional data,include,none,alta,"Criterios para seleccionar numero de componentes principales funcionales, PR3 directo",no,no,
1643,Identifying the spectral representation of Hilbertian time series,include,none,alta,"Representacion espectral de series temporales hilbertianas via operador de covarianza, PR1/PR2",no,no,
1645,Rainbow: An R package for visualizing functional time series,include,none,alta,"Paquete R (rainbow) para visualizacion de series temporales funcionales, herramienta FDA PR1",no,no,
1664,Forecasting implied volatility in foreign exchange markets: a functional time series approach,include,none,alta,"FPCA dinamica para pronostico de volatilidad implicita FX, PR5 directo",no,no,
1680,Functional time series forecasting with dynamic updating: An application to intraday particulate mat,include,none,alta,Pronostico FTS con actualizacion dinamica; metodologia FPCR sustantiva pese a dominio ambiental (excepcion E4),no,no,
1681,Bootstrap methods for stationary functional time series,include,none,alta,"Metodos bootstrap para covarianza de largo plazo en FTS estacionarias via FPCA, PR3",no,no,
1684,Combining functional data projections for time series classification,include,none,alta,"Proyecciones de datos funcionales en RKHS para clasificacion de series temporales, PR1",no,no,
1686,"Signal regression models for location, scale and shape with an application to stock returns",include,none,alta,"Modelos de regresion de senal (GAMLSS) con predictor funcional aplicado a retornos bursatiles, PR2/PR5",no,no,
1689,Prediction of functional ARMA processes with an application to traffic data,include,none,alta,"Prediccion de procesos ARMA funcionales via FPCA; aplicacion a trafico pero metodologia central, PR2",no,no,
1722,Bayesian Spatial Functional Data Clustering: Applications in Disease Surveillance,include,none,alta,"Clustering espacial funcional bayesiano; contribucion metodologica (arboles de expansion, GP latente) pese a dominio epidemiologico (excepcion E4)",no,no,
1750,A Bayesian Functional Methodology for Dengue Risk Mapping in Latin America and the Caribbean,include,none,baja,"Extraccion de texto fallo (datos binarios/imagen corruptos en el PDF); titulo fuertemente on-topic (FDA bayesiano, dengue America Latina, PR5) - ante la duda se incluye, requiere verificacion manual del PDF",si,no,
1779,Functional analysis of variance of air pollution caused by fine particles,include,none,alta,ANOVA funcional explicito aplicado a contaminacion por particulas finas; metodologia central (excepcion E4),no,no,
1783,Multivariate functional data modeling with time-varying clustering,include,none,alta,Modelado de datos funcionales multivariantes con clustering variable en el tiempo (GP + proceso de Dirichlet); metodologia central pese a dominio ambiental (excepcion E4),no,no,
1797,Functional diffusion driven stochastic volatility model,include,none,alta,"Modelo de volatilidad estocastica por difusion funcional, PR5 directo",no,no,
1799,Dynamic functional time-series forecasts of foreign exchange implied volatility surfaces,include,none,alta,"FPCA dinamica univariante/multivariante/multinivel para volatilidad implicita FX, PR5 directo",no,no,
1811,Frontiers in time series and financial econometrics: An overview,exclude,I1,alta,"Editorial/overview de un numero especial de econometria de series temporales; no es un estudio individual de FDA, solo menciona de paso functional index coefficient models",no,si,verde
1813,A Plug-in Bandwidth Selection Procedure for Long-Run Covariance Estimation with Stationary Functiona,include,none,alta,"Seleccion de ancho de banda para covarianza de largo plazo en FTS estacionarias, PR3 directo",no,no,
1818,Forecasting stock index futures intraday returns: Functional time series model,include,none,alta,"FPCA explicito para pronostico de retornos intradiarios de futuros bursatiles, PR2/PR5",no,no,
1820,Granger causality of bivariate stationary curve time series,include,none,alta,"Causalidad de Granger para series de curvas bivariantes estacionarias, aplicacion climatica/financiera, PR1/PR5",no,no,
1827,Functional time series models for ultrafine particle distributions,include,none,alta,Modelo bayesiano de FTS con base B-spline cubica explicita para conteos de particulas; discusion sustantiva de base (excepcion E4),no,no,
1839,Nonlinear drivers and volatility of solar radiation variability in Asian megacities: a functional ti,include,none,media,FTS aplicado a radiacion solar (dominio ambiental) con FDA/FPCA/GARCH explicitos; ADVERTENCIA: preprint en Research Square (no arXiv) - verificar si cumple I2 o si hay version publicada,no,no,
1840,A functional time series analysis of forward curves derived from commodity futures,include,none,alta,"Analisis FTS de curvas forward de futuros de commodities, PR4/PR5 directo",no,no,
1842,A functional version of the arch model,include,none,alta,"ANCLA del conjunto oro numero 10 (Hormann/Horvath/Reeder) - version funcional del modelo ARCH, confirmado",no,no,
1843,Forecasting value at risk with intra-day return curves,include,none,alta,"Pronostico de VaR con curvas de retorno intradiario, datos funcionales financieros, PR4/PR5",no,no,
1844,Nonlinear autocorrelation function of functional time series,include,none,alta,"Funcion de autocorrelacion no lineal para series temporales funcionales, PR1 metodologico",no,no,
1849,The dynamics of economic functions: Modeling and forecasting the yield curve,include,none,alta,"Modelo FSN con spline cubica natural para dinamica de la curva de rendimiento, PR1/PR5 clasico",no,no,
1860,Minimax estimation of Functional Principal Components from noisy discretized functional data: the ca,include,none,alta,"Estimacion minimax de componentes principales funcionales desde datos discretizados ruidosos, PR2 central",no,no,
1861,Distribution-Free Stochastic Analysis and Robust Multilevel Vector Field Anomaly Detection,include,none,alta,"Analisis funcional con expansion KL y bases ortogonales multinivel para deteccion de anomalias; discusion sustantiva de base (excepcion E4), coherente con decision previa del usuario",no,no,
1870,Robust penalized splines for location estimation from discretely sampled functional data,include,none,alta,"Splines penalizados robustos para estimacion de localizacion en datos funcionales discretamente muestreados, PR1/PR3",no,no,
1874,Local constant likelihood estimation for beta distribution with time varying parameters,include,none,media,Estimacion de verosimilitud local para distribucion Beta con parametros variables en el tiempo aplicado a datos funcionales de glucosa; aporte metodologico sobre suavizado,no,no,
1884,Ultra-efficient MCMC for Bayesian longitudinal functional data analysis,include,none,alta,"MCMC ultra-eficiente para modelos mixtos funcionales bayesianos con reparametrizacion de base ortogonalizada, PR1/PR3",no,no,
1888,On metrics for analysis of functional data on geometric domains,include,none,alta,"Teoria de metricas para datos funcionales en dominios geometricos, PR1 teorico",no,no,
1890,Anisotropic multidimensional smoothing using Bayesian tensor product P-splines,include,none,alta,"Suavizado multidimensional anisotropico con P-splines tensoriales bayesianos, PR1/PR3 base explicita",no,no,
1891,Inference for Model Misspecification in Interest Rate Term Structure using Functional Principal Comp,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
1907,On linear regression models in infinite dimensional spaces with scalar response,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
1917,Spatial Bayesian latent factor regression modeling of coordinate-based meta-analysis data,exclude,I1,alta,"Meta-analisis espacial de coordenadas de activacion fMRI, no representacion de curvas via bases/FPCA; colision terminologica functional=fMRI.",no,si,verde
1924,Wavelets in functional data analysis,include,none,alta,"Morettin/Pinheiro/Vidakovic, Wavelets in Functional Data Analysis - item #6 del conjunto oro.",no,no,
1931,Nonparametric local polynomial regression for functional covariates,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
1933,How far can symmetry help? Phase transitions and symmetry selection in sparse functional data analys,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no,no,
